OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,PropertyType,MlsStatus,ElementarySchool,ListAgentFirstName,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,DaysOnMarket,StreetNumberNumeric,LivingArea,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,Longitude,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,Latitude,ListPrice,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,ListAgentLastName,CloseDate,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,BuyerOfficeName,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,UnparsedAddress
289000.0,1154157788,,,Janna,McGee,32.979511,-116.431794,33575 Overland Stage Rte,Residential,1008.0,289000.0,22,LPT Realty,,,Janna McGee,,,,,,,,,1154157788,92036 - Julian,,San Diego,Residential,Active,,Janna,,0.0,,ManufacturedOnLand,12.78,,,1975,22,33575,1008.0,NDP2601946,2,Julian,,,2,2026-02-15,-116.431794,,,,2026-02-15,,,32.979511,289000.0,CA,,,True,1,,One,McGee,,,12.78,,,0.0,Julian Union,92036,,0.0,556696.8,,33575 Overland Stage Rte
749000.0,1154157591,,,John,Magnotte,33.977759,-117.531714,6080 Lucretia,Residential,1638.0,749000.0,4,Berkshire Hathaway HomeServices California Realty,,,John Magnotte,,,,,,,,,1154157591,251 - Jurupa Valley,,Riverside,Residential,Pending,,John,True,2.0,,SingleFamilyResidence,0.48,,,1976,4,6080,1638.0,IG26044372,2,Jurupa Valley,,,3,2026-03-05,-117.531714,,,2026-03-05,2026-02-27,,,33.977759,749000.0,CA,,,True,1,Jurupa Valley,One,Magnotte,,,20909.0,1,False,2.0,Jurupa Unified,91752,,0.0,20909.0,,6080 Lucretia
25000.0,1154157590,,,Jorge,Negrete,34.669246,-117.773014,0 Avenue K-8 Avenue,Land,,25000.0,0,Century 21 Masters,,,Jorge Negrete,,,,,,,,,1154157590,LAC - Lancaster,,Los Angeles,Land,Active,,Jorge,,,,,2.5242,,,,0,0,,HD26044685,,Lancaster,,,,2026-02-27,-117.773014,,,,2026-02-27,,,34.669246,25000.0,CA,,,,,,,Negrete,,,109953.0,,False,,,93535,,0.0,109953.0,,0 Avenue K-8 Avenue
260000.0,1154157537,,,Laura,Truax,33.76728,-116.38785,73171 Cabazon Peak Drive,ManufacturedInPark,1440.0,260000.0,31,Palm Desert Greens Real Estate,,,Laura Truax,,,,,,,Monthly,,1154157537,322 - North Palm Desert,,Riverside,ManufacturedInPark,Active,,Laura,False,0.0,,,0.15,Palm Desert Greens,,1972,31,73171,1440.0,219144014DA,2,Palm Desert,,,2,2026-02-15,-116.38785,,,,2026-02-15,,,33.76728,260000.0,CA,,,,1,,One,Truax,,,6534.0,,False,,,92260,,400.0,6534.0,,73171 Cabazon Peak Drive
1490000.0,1154157348,,,Mary Ann,Walsh,33.100299,-117.063596,2082 Amparo Court,Residential,3769.0,1490000.0,9,Walsh Realty Services,,,Mary Ann Walsh,,,,,,,,,1154157348,92025 - Escondido,,San Diego,Residential,ActiveUnderContract,,Mary Ann,True,3.0,,SingleFamilyResidence,0.4595,,,2004,9,2082,3769.0,PW26042377,4,Escondido,,,5,2026-03-22,-117.063596,,,2026-03-22,2026-02-28,,,33.100299,1490000.0,CA,,,True,2,,Two,Walsh,,,20014.0,1,False,3.0,Escondido Union,92025,,0.0,20014.0,,2082 Amparo Court
3600.0,1154157081,,,Bruce,Lee,34.087979,-118.313869,963 N Wilton Place 965 1/2,ResidentialLease,1400.0,3600.0,31,TRRG Management,,,Bruce Lee,,,,,,,,,1154157081,C20 - Hollywood,,Los Angeles,ResidentialLease,Active,,Bruce,,3.0,,Condominium,0.155,,,2017,31,963,1400.0,26657925,2,Los Angeles,,1400.0,4,2026-02-28,-118.313869,,,,2026-02-28,,,34.087979,3600.0,CA,,,False,,,MultiSplit,Lee,,50x135,6750.0,,False,,,90038,,,6750.0,,963 N Wilton Place 965 1/2
899000.0,1154156989,,,Kelly,Morgan,35.040524,-119.886915,0 BELL Road,Land,,899000.0,22,"Beverly and Company, Inc.",,,Kelly Morgan,,,,,,,,,1154156989,699 - Not Defined,,Santa Barbara,Land,Active,,Kelly,,,,,6.094,,,,22,0,,SR26044680,,New Cuyama,,,,2026-02-28,-119.886915,,,,2026-02-28,,,35.040524,899000.0,CA,,,,,,,Morgan,,,6.094,,False,,,93254,,0.0,265454.64,,0 BELL Road
2500.0,1154156971,2026-03-15,2550.0,Stefanie,Gillespie,33.682241,-117.651001,365 Chaumont,ResidentialLease,630.0,2500.0,3,Regency Real Estate Brokers,Regency Real Estate Brokers,,Stefanie Gillespie,,,OCGILSTEF,Stefanie,Gillespie,,,,1154156971,FH - Foothill Ranch,,Orange,ResidentialLease,Closed,,Stefanie,False,1.0,,Condominium,0.8147,Salerno (FSA),OrangeCounty,1996,3,365,630.0,OC26044271,1,Lake Forest,,,1,2026-03-15,-117.651001,,,2026-03-06,2026-02-27,,,33.682241,2500.0,CA,,,True,1,,One,Gillespie,2026-03-15,,35488.0,1,False,1.0,Saddleback Valley Unified,92610,Regency Real Estate Brokers,,35488.0,,365 Chaumont
779900.0,1154156811,,,Neda,Yegan,33.514697,-117.100973,31874 Camino Marea,Residential,2062.0,775000.0,14,Jason Mitchell R. E. Calif,,,Neda Yegan,,,,,,,Monthly,,1154156811,SRCAR - Southwest Riverside County,,Riverside,Residential,Active,,Neda,True,3.0,,SingleFamilyResidence,0.23,,,1990,14,31874,2062.0,SW26044671,3,Temecula,,,4,2026-02-28,-117.100973,,,,2026-02-28,,,33.514697,775000.0,CA,,,True,2,,Two,Yegan,,,10019.0,1,False,3.0,Temecula Unified,92592,,120.0,10019.0,,31874 Camino Marea
1850000.0,1154156809,,,Michael,Lockwood,33.665973,-117.90949,2563 Columbia,Residential,2235.0,1850000.0,1,"eXp Realty of California, Inc.",,,Michael Lockwood,,,,,,,,,1154156809,C4 - Central Costa Mesa,,Orange,Residential,Active,College Park,Michael,True,2.0,,SingleFamilyResidence,0.1446,College Park (COLP),,1953,1,2563,2235.0,OC26042976,3,Costa Mesa,,,4,2026-02-27,-117.90949,,,,2026-02-27,,,33.665973,1850000.0,CA,,Costa Mesa,True,1,Costa Mesa,One,Lockwood,,,6300.0,4,False,2.0,Newport Mesa Unified,92626,,0.0,6300.0,,2563 Columbia
6280000.0,1154156801,,,Mingyang,Li,34.231028,-118.463593,8837 Burnet Avenue,ResidentialIncome,,6280000.0,19,Real Broker,,Harvest Realty Development,Mingyang Li,QIANG,ZHANG,,,,,,,1154156801,NOH - North Hills,,Los Angeles,ResidentialIncome,Active,,Mingyang,,23.0,,Condominium,0.3137,,,2024,19,8837,,OC26044359,,North Hills,,17040.0,,2026-02-23,-118.463593,,,,2026-02-23,,,34.231028,6280000.0,CA,,,True,,,ThreeOrMore,Li,,,13665.0,,False,23.0,,91343,,0.0,13665.0,,8837 Burnet Avenue
555000.0,1154156407,,,Maricarmen,Pulido Ruiz,34.089964,-117.376205,616 S. Millard Ave,Residential,1409.0,575000.0,13,The Real Estate Firm,,,Maricarmen Pulido Ruiz,,,,,,,,,1154156407,272 - Rialto,,San Bernardino,Residential,Active,,Maricarmen,True,2.0,,SingleFamilyResidence,0.1837,,,1986,13,616,1409.0,SW26043619,2,Rialto,,,4,2026-02-27,-117.376205,,,,2026-02-27,,,34.089964,575000.0,CA,,,True,1,,One,Pulido Ruiz,,,8000.0,4,False,2.0,Rialto Unified,92376,,0.0,8000.0,,616 S. Millard Ave
19000.0,1154156333,,,Marigene,Sample,34.007294,-118.803511,7161 Grasswood Avenue,ResidentialLease,3199.0,19000.0,3,YUCAIPA VALLEY REAL ESTATE,,,Marigene Sample,,,,,,,,,1154156333,C33 - Malibu,,Los Angeles,ResidentialLease,Active,,Marigene,True,6.0,,SingleFamilyResidence,0.6107,,,1972,3,7161,3199.0,IG26044590,3,Malibu,,,5,2026-02-28,-118.803511,,,,2026-02-28,,,34.007294,19000.0,CA,,,True,2,,Two,Sample,,,26603.0,2,False,3.0,Santa Monica-Malibu Unified,90265,,0.0,26603.0,,7161 Grasswood Avenue
5000.0,1154155935,2026-04-01,5000.0,Lily,Tsai,33.731679,-117.779079,54 Freeland,ResidentialLease,2347.0,5000.0,22,Homequest Real Estate,None MRML,,Lily Tsai,,,none,NONE,NONE,,,,1154155935,WI - West Irvine,,Orange,ResidentialLease,Closed,,Lily,True,2.0,,SingleFamilyResidence,0.5254,Cambria (CMBR),Mrmls,2012,22,54,2347.0,TR26043924,4,Irvine,,,4,2026-04-01,-117.779079,,,2026-03-23,2026-02-28,,,33.731679,5000.0,CA,,,True,2,,Two,Tsai,2026-04-01,,22886.0,1,False,2.0,Irvine Unified,92602,None MRML,,22886.0,,54 Freeland
20000.0,1154155832,,,Gloria,Silveyra-Shepard,32.99825713,-117.14830581,,ResidentialLease,5480.0,20000.0,6,Compass - MLO Office,,Compass - MLO Office,Gloria Silveyra-Shepard,Cory,Shepard,,,,,,,1154155832,92127 - Rancho Bernardo,,San Diego,ResidentialLease,ComingSoon,,Gloria,True,13.0,,SingleFamilyResidence,,Santaluz,,2004,6,,5480.0,260004762SD,5,San Diego,,,4,,-117.14830581,,,,2026-02-20,,,32.99825713,20000.0,CA,,,True,2,,Two,Silveyra-Shepard,,,,,,3.0,,92127,,0.0,,,
389900.0,1154155434,2026-03-24,385000.0,Rory,Hughes,33.659388,-117.647346,20702 El Toro Road 305,Residential,610.0,389900.0,10,"Rory Hughes, Broker","Rory Hughes, Broker",,Rory Hughes,,,SHUGHROR,Rory,Hughes,,Monthly,,1154155434,LN - Lake Forest North,,Orange,Residential,Closed,,Rory,False,1.0,,Condominium,5.906,Pheasant Creek (PC),OrangeCounty,1983,10,20702,610.0,OC26042771,1,Lake Forest,,,1,2026-03-24,-117.647346,,,2026-03-11,2026-02-11,,,33.659388,389900.0,CA,,,False,1,,One,Hughes,2026-03-24,,257265.0,1,False,1.0,Saddleback Valley Unified,92630,"Rory Hughes, Broker",484.45,257265.0,,20702 El Toro Road 305
3200.0,1154155241,,,Tom,Nash,33.673972,-117.775461,205 Tarocco,ResidentialLease,951.0,3100.0,24,Keller Williams Realty Irvine,,,Tom Nash,,,,,,,,,1154155241,OT - Orangetree,,Orange,ResidentialLease,Active,,Tom,,0.0,,Condominium,1.4149,Orchard Glen OT (OG),,1983,24,205,951.0,OC26044283,2,Irvine,,,2,2026-02-28,-117.775461,,,,2026-02-28,,,33.673972,3100.0,CA,,,False,1,,One,Nash,,,61631.0,2,False,0.0,Irvine Unified,92618,,,61631.0,,205 Tarocco
850000.0,1154154563,,,Kelly,Stringer,33.805328,-117.954957,2106 W Forest,Residential,1151.0,850000.0,23,"Pellego, Inc.",,,Kelly Stringer,,,,,,,,,1154154563,79 - Anaheim West of Harbor,,Orange,Residential,ActiveUnderContract,,Kelly,False,4.0,,SingleFamilyResidence,0.1699,,,1954,23,2106,1151.0,OC26044655,2,Anaheim,,,3,2026-03-27,-117.954957,,,2026-03-27,2026-02-27,,,33.805328,850000.0,CA,,,True,1,,One,Stringer,,,7400.0,3,False,2.0,Anaheim Union High,92804,,0.0,7400.0,,2106 W Forest
549900.0,1154154351,,,JEFFRIE,SWIGART,33.948914,-117.295294,21095 Martynia Court,Residential,1636.0,549900.0,7,BERKSHIRE HATHAWAY HOMESERVICES CALIFORNIA REALTY,,,JEFFRIE SWIGART,,,,,,,Monthly,,1154154351,259 - Moreno Valley,,Riverside,Residential,ActiveUnderContract,,JEFFRIE,True,4.0,,SingleFamilyResidence,0.1,,,1986,7,21095,1636.0,IV26044258,3,Moreno Valley,,,4,2026-03-12,-117.295294,,,2026-03-12,2026-02-28,,,33.948914,549900.0,CA,,,True,2,Canyon Springs,Two,SWIGART,,,4356.0,1,False,2.0,Moreno Valley Unified,92557,,50.0,4356.0,,21095 Martynia Court
350000.0,1154154106,,,Ken,Maculan,32.788436,-117.111033,6370 Rancho Mission Rd 915,Residential,506.0,350000.0,10,eXp Realty of Southern CA,,,Ken Maculan,,,,,,,Monthly,,1154154106,92108 - Mission Valley,,San Diego,Residential,Active,,Ken,,0.0,,Condominium,,,,1979,10,6370,506.0,NDP2601943,1,San Diego,,,1,2026-02-28,-117.111033,,,,2026-02-28,,,32.788436,350000.0,CA,,,False,1,,One,Maculan,,,,,,0.0,San Diego Unified,92108,,355.0,,,6370 Rancho Mission Rd 915
2400.0,1154153941,2026-04-01,2500.0,Rosie,Chung,33.909503,-118.117454,10026 Foster 1/2,ResidentialLease,900.0,2400.0,29,Redpoint Realty,Redpoint Realty,,Rosie Chung,,,pchunros,Rosie,Chung,,,,1154153941,"RG - Bellflower North of 91 Frwy, S of Alondra",,Los Angeles,ResidentialLease,Closed,,Rosie,,0.0,,Apartment,0.1267,,PacificWest,1956,29,10026,900.0,PW26044247,1,Bellflower,,,2,2026-04-01,-118.117454,,,2026-04-01,2026-02-27,,,33.909503,2400.0,CA,,,False,1,,One,Chung,2026-04-01,,5521.0,2,False,0.0,Bellflower Unified,90706,Redpoint Realty,0.0,5521.0,,10026 Foster 1/2
499000.0,1154153940,,,Corina,Macias,34.770255,-117.319115,28571 Wild,Residential,961.0,499000.0,9,Castlerock Properties,,,Corina Macias,,,,,,,,,1154153940,HNDL - Helendale,,San Bernardino,Residential,Active,,Corina,False,2.0,,SingleFamilyResidence,20.0,,,1956,9,28571,961.0,DW26041604,1,Helendale,,,2,2026-02-25,-117.319115,,,,2026-02-25,,,34.770255,499000.0,CA,,,True,1,,One,Macias,,,871200.0,1,False,2.0,Victor Valley Unified,92342,,0.0,871200.0,,28571 Wild
499900.0,1154153846,2026-03-25,496000.0,John Paul,Garcia,34.109202,-117.371837,140 W Grove,Residential,1776.0,499900.0,5,Coldwell Banker Envision,Coldwell Banker Envision,Coldwell Banker Envision,John Paul Garcia,Karina,Ruelas,PWGARCJOH,John Paul,Garcia,,,,1154153846,272 - Rialto,,San Bernardino,Residential,Closed,,John Paul,True,2.0,,SingleFamilyResidence,0.1791,,PacificWest,1954,5,140,1776.0,PW26040119,2,Rialto,,,3,2026-03-25,-117.371837,,Karina,2026-03-06,2026-02-28,,,34.109202,499900.0,CA,,Rialto,True,1,Carter,One,Garcia,2026-03-25,,7800.0,3,False,2.0,Rialto Unified,92376,Coldwell Banker Envision,0.0,7800.0,,140 W Grove
620000.0,1154153611,,,Elizabeth,Rosales,33.747227,-117.819512,17956 Irvine Blvd,Residential,1054.0,619900.0,29,Elevate Real Estate Agency,,,Elizabeth Rosales,,,,,,,Monthly,,1154153611,71 - Tustin,,Orange,Residential,Active,,Elizabeth,False,2.0,,Condominium,,Palmwood Gardens (PALG),,1964,29,17956,1054.0,OC26038120,2,Tustin,,,2,2026-02-16,-117.819512,,,,2026-02-16,,,33.747227,619900.0,CA,,,True,1,Foothill,One,Rosales,,,,2,False,1.0,Tustin Unified,92780,,499.0,,,17956 Irvine Blvd
1135000.0,1154153474,,,Deborah,Poole,34.294555,-119.155436,273 Gorrion Avenue,Residential,2630.0,1099000.0,23,"Pinnacle Estate Properties, In",,,Deborah Poole,,,,,,,,,1154153474,VC28 - Wells Rd. East to City Limit,,Ventura,Residential,Active,,Deborah,True,2.0,,SingleFamilyResidence,0.17,,,1968,23,273,2630.0,V1-34936,4,Ventura,,,4,2026-02-28,-119.155436,,,,2026-02-28,,,34.294555,1099000.0,CA,,,True,2,,Two,Poole,,,7405.0,,,2.0,,93004,,,7405.0,,273 Gorrion Avenue
945000.0,1154153417,,,Cherilyn,Steelman,34.218237,-118.629585,23040 Burton,Residential,1412.0,945000.0,15,Coldwell Banker Realty,,,Cherilyn Steelman,,,,,,,,,1154153417,WEH - West Hills,,Los Angeles,Residential,ActiveUnderContract,,Cherilyn,True,2.0,,SingleFamilyResidence,0.1711,,,1962,15,23040,1412.0,SR26041462,2,West Hills,,,3,2026-03-27,-118.629585,,,2026-03-27,2026-02-28,,,34.218237,945000.0,CA,,,False,1,,One,Steelman,,,7452.0,3,False,2.0,Los Angeles Unified,91304,,0.0,7452.0,,23040 Burton
14999.0,1154153388,,,Arthur,Alderete,34.703947,-118.148102,0 AVE H10 VIC 212 STE,Land,,14999.0,19,RE/MAX One,,,Arthur Alderete,,,,,,,,,1154153388,LAC - Lancaster,,Los Angeles,Land,Active,,Arthur,,,,,2.661,,,,19,0,,OC26041522,,Lancaster,,,,2026-02-25,-118.148102,,,,2026-02-25,,,34.703947,14999.0,CA,,,,,,,Alderete,,,2.661,,False,,,93535,,0.0,115913.16,,0 AVE H10 VIC 212 STE
289000.0,1154152473,,,Elizabeth,Vasquez,39.522105,-122.187383,633 E Walnut Street,Residential,1158.0,285000.0,31,Elizabeth Vasquez Real Estate,,,Elizabeth Vasquez,,,,,,,,,1154152473,,,Glenn,Residential,Active,,Elizabeth,True,1.0,,SingleFamilyResidence,0.23,,,1937,31,633,1158.0,SN26044534,2,Willows,,,2,2026-02-28,-122.187383,,,,2026-02-28,,,39.522105,285000.0,CA,,,False,1,,One,Vasquez,,,0.23,2,False,1.0,Willows Unified,95988,,0.0,10018.8,,633 E Walnut Street
3195.0,1154152409,,,Shivanand,Havanagi,33.536703,-117.1676,40382 Birchfield Dr,ResidentialLease,1714.0,3195.0,0,Rise Realty,,,Shivanand Havanagi,,,,,,,,,1154152409,SRCAR - Southwest Riverside County,,Riverside,ResidentialLease,Active,,Shivanand,True,2.0,,SingleFamilyResidence,0.0,,,2026,0,40382,1714.0,PTP2601552,3,Temecula,,,4,2026-02-28,-117.1676,,,,2026-02-28,,,33.536703,3195.0,CA,,,False,1,,One,Havanagi,,,0.0,,True,2.0,Riverside Unified,92591,,,0.0,,40382 Birchfield Dr
3495.0,1154152376,,,Shivanand,Havanagi,33.531323,-117.165534,28325 Via Moscotel,ResidentialLease,1512.0,3250.0,15,Rise Realty,,,Shivanand Havanagi,,,,,,,,,1154152376,SRCAR - Southwest Riverside County,,Riverside,ResidentialLease,Active,,Shivanand,True,2.0,,SingleFamilyResidence,0.0,,,2026,15,28325,1512.0,PTP2601551,3,Temecula,,,3,2026-02-28,-117.165534,,,,2026-02-28,,,33.531323,3250.0,CA,,,False,1,,One,Havanagi,,,0.0,,,2.0,Riverside Unified,92591,,,0.0,,28325 Via Moscotel
160000.0,1154152332,,,Nancy,McGhee,34.692885,-118.488185,20129 Pine Canyon,Land,,160000.0,0,Real Broker,,,Nancy McGhee,,,,,,,,,1154152332,LEL - Lake Elizabeth,,Los Angeles,Land,Active,,Nancy,,,,,41.185,,,,0,20129,,SR26044647,,Lake Hughes,,,,2026-02-28,-118.488185,,,,2026-02-28,,,34.692885,160000.0,CA,,,,,,,McGhee,,,41.185,,False,,,93532,,0.0,1794018.6,,20129 Pine Canyon
426899.0,1154152151,,,NANCY,QUACH,34.112716,-116.409548,57526 Onaga,Residential,1934.0,426899.0,9,REALMAX FINANCIAL,,,NANCY QUACH,,,,,,,,,1154152151,DC531 - Central East,,San Bernardino,Residential,Active,,NANCY,False,2.0,,SingleFamilyResidence,0.6112,,,1964,9,57526,1934.0,WS26030153,2,Yucca Valley,,,3,2026-02-09,-116.409548,,,,2026-02-09,,,34.112716,426899.0,CA,,,True,1,,One,QUACH,,,26622.0,3,False,2.0,Yucca Valley,92284,,0.0,26622.0,,57526 Onaga
2600.0,1154152137,,,Rebecca,Hill,34.270489,-118.76229,1851 Patricia Avenue 205,ResidentialLease,1050.0,2695.0,21,RE/MAX Gold Coast REALTORS,,,Rebecca Hill,,,,,,,,,1154152137,SVC - Central Simi,,Ventura,ResidentialLease,Active,,Rebecca,,2.0,,Apartment,0.681,Not Applicable,,1986,21,1851,1050.0,V1-34935,2,Simi Valley,,,2,2026-02-28,-118.76229,,,,2026-02-28,,,34.270489,2695.0,CA,,,False,1,,One,Hill,,,29664.0,,False,0.0,,93065,,0.0,29664.0,,1851 Patricia Avenue 205
3700.0,1154151818,,,DONG,CHEN,34.013457,-117.576863,3449 E Sweetbay,ResidentialLease,2227.0,3700.0,0,Pinnacle Real Estate Group,,,DONG CHEN,,,,,,,Monthly,,1154151818,686 - Ontario,,San Bernardino,ResidentialLease,Active,,DONG,True,2.0,,SingleFamilyResidence,0.1025,,,2022,0,3449,2227.0,WS26034052,3,Ontario,,,4,2026-02-19,-117.576863,,,,2026-02-19,,,34.013457,3700.0,CA,,,False,2,,Two,CHEN,,,4464.0,3,False,2.0,Ontario-Montclair,91761,,85.0,4464.0,,3449 E Sweetbay
2395.0,1154151801,,,Timothy,Majka,33.714308,-118.014104,6600 Warner Avenue 182,ResidentialLease,785.0,2395.0,15,Keller Williams Coastal Prop.,,,Timothy Majka,,,,,,,,,1154151801,15 - West Huntington Beach,,Orange,ResidentialLease,Pending,,Timothy,,2.0,,Condominium,10.8231,Villa Warner (VWAR),,1969,15,6600,785.0,PW26040948,1,Huntington Beach,,,1,2026-03-16,-118.014104,,,2026-03-16,2026-02-25,,,33.714308,2395.0,CA,,,False,1,,One,Majka,,,471456.0,1,False,0.0,Huntington Beach Union High,92647,,,471456.0,,6600 Warner Avenue 182
1060000.0,1154151552,,,ROMAN,DOKTOROVICH,34.197371,-118.538315,6958 Amigo,Residential,2524.0,1060000.0,1,REAL BROKER,,,ROMAN DOKTOROVICH,,,,,,,,,1154151552,RES - Reseda,,Los Angeles,Residential,Active,,ROMAN,True,2.0,,SingleFamilyResidence,0.1205,,,2009,1,6958,2524.0,IV26044642,4,Reseda,,,4,2026-02-28,-118.538315,,,,2026-02-28,,,34.197371,1060000.0,CA,,,True,2,,Two,DOKTOROVICH,,,5250.0,1,False,2.0,Los Angeles Unified,91335,,0.0,5250.0,,6958 Amigo
252000.0,1154151495,,,ZU-CHEN,TSI,33.987886,-117.340791,1317 Massachusetts Avenue 202,Residential,604.0,252000.0,29,IRN REALTY,,,ZU-CHEN TSI,,,,,,,Monthly,,1154151495,252 - Riverside,,Riverside,Residential,Active,,ZU-CHEN,,1.0,,Condominium,,,,1986,29,1317,604.0,CV26044569,1,Riverside,,,1,2026-02-28,-117.340791,,,,2026-02-28,,,33.987886,252000.0,CA,,,False,2,,Two,TSI,,,,1,False,0.0,Riverside Unified,92507,,458.52,,,1317 Massachusetts Avenue 202
610000.0,1154151358,,,Lorena,Harting,33.190285,-117.307416,2395 Rancho Del Oro Rd 29,Residential,1008.0,610000.0,2,Beachside Realty,,,Lorena Harting,,,,,,,Monthly,,1154151358,92056 - Oceanside,,San Diego,Residential,Active,Christa McAuliffe,Lorena,False,2.0,,Condominium,5.9181,,,1991,2,2395,1008.0,NDP2601941,2,Oceanside,,,2,2026-02-19,-117.307416,,,,2026-02-19,,,33.190285,610000.0,CA,,Martin Luther King Jr.,True,1,El Camino,One,Harting,,"257,791",257791.0,,False,1.0,Oceanside Unified,92056,,510.0,257791.0,,2395 Rancho Del Oro Rd 29
21000.0,1154151284,,,Benjamin,Shamouelian,34.7277,-118.021597,0 62nd Str E & Avenue G-6,Land,,21000.0,8,Exclusive Realty Inc,,,Benjamin Shamouelian,,,,,,,,,1154151284,RVLT - Roosevelt,,Los Angeles,Land,Active,,Benjamin,,0.0,,,1.25,,,,8,0,,26658069,0,Lancaster,,,,2026-02-22,-118.021597,,,,2026-02-22,,,34.7277,21000.0,CA,,,,,,,Shamouelian,,,54450.0,,False,,,93535,,,54450.0,,0 62nd Str E & Avenue G-6
72000.0,1154151246,,,Benjamin,Shamouelian,34.621168,-117.937643,108 Th. Str. E & Avenue N-12,Land,,72000.0,8,Exclusive Realty Inc,,,Benjamin Shamouelian,,,,,,,,,1154151246,PLM - Palmdale,,Los Angeles,Land,Active,,Benjamin,,0.0,,,2.5,,,,8,108,,26658067,0,Palmdale,,,,2026-02-22,-117.937643,,,,2026-02-22,,,34.621168,72000.0,CA,,,,,,,Shamouelian,,,108900.0,,False,,,93591,,,108900.0,,108 Th. Str. E & Avenue N-12
1290000.0,1154151230,,,Santa Pena,Morphis,34.107005,-118.082534,5922 N Vista,Residential,1149.0,1290000.0,16,Coldwell Banker Assoc.Brkr-Mur,,,Santa Pena Morphis,,,,,,,,,1154151230,654 - San Gabriel,,Los Angeles,Residential,Active,,Santa Pena,False,2.0,,SingleFamilyResidence,0.1381,,,1948,16,5922,1149.0,SW26044429,2,San Gabriel,,,3,2026-02-28,-118.082534,,,,2026-02-28,,,34.107005,1290000.0,CA,,,False,1,,One,Morphis,,,6015.0,3,False,2.0,San Gabriel Unified,91775,,0.0,6015.0,,5922 N Vista
809000.0,1154151175,,,Lucia,Caballero,33.529702,-117.103817,40601 Cebu Street,Residential,2460.0,799000.0,32,Century 21 Masters,,,Lucia Caballero,,,,,,,Monthly,,1154151175,SRCAR - Southwest Riverside County,,Riverside,Residential,Active,Rancho,Lucia,True,3.0,,SingleFamilyResidence,0.17,,,2004,32,40601,2460.0,SW26044543,3,Temecula,,,4,2026-02-24,-117.103817,,,,2026-02-24,,,33.529702,799000.0,CA,,Margarita,True,2,Temecula Valley,Two,Caballero,,,7405.0,0,False,3.0,Temecula Unified,92591,,59.0,7405.0,,40601 Cebu Street
82000.0,1154151136,,,Benjamin,Shamouelian,34.818124,-118.153352,0 Sierra H W & Vic. Of W. Avenue A-4,Land,,82000.0,8,Exclusive Realty Inc,,,Benjamin Shamouelian,,,,,,,,,1154151136,RDMN - Redman,,Los Angeles,Land,Active,,Benjamin,,0.0,,,4.7177,,,,8,0,,26658065,0,Lancaster,,,,2026-02-22,-118.153352,,,,2026-02-22,,,34.818124,82000.0,CA,,,,,,,Shamouelian,,,205504.0,,False,,,93535,,,205504.0,,0 Sierra H W & Vic. Of W. Avenue A-4
1925000.0,1154151102,,,Donald,Ross,33.711264,-117.779778,4062 Escudero Drive,Residential,2250.0,1799990.0,31,eXp Realty of California Inc,,,Donald Ross,,,,,,,,,1154151102,NW - Northwood,,Orange,Residential,Active,,Donald,True,2.0,,SingleFamilyResidence,0.127,Racquet Club (RC),,1970,31,4062,2250.0,OC26044603,3,Irvine,,,4,2026-02-28,-117.779778,,,,2026-02-28,,,33.711264,1799990.0,CA,,,True,2,Northwood,Two,Ross,,,5533.0,1,False,2.0,Irvine Unified,92620,,0.0,5533.0,,4062 Escudero Drive
3300.0,1154151099,2026-03-09,3300.0,Gang,Ding,33.669694,-117.772148,46 Orchard,ResidentialLease,964.0,3300.0,4,Real Broker,Wetrust Realty,,Gang Ding,,,OCYANGSHA,Shangzhen,Yang,,,,1154151099,OT - Orangetree,,Orange,ResidentialLease,Closed,Eastshore,Gang,True,2.0,,SingleFamilyResidence,0.0629,Patio Homes (OT) (PH),OrangeCounty,1977,4,46,964.0,OC26042710,2,Irvine,,,2,2026-03-09,-117.772148,,,2026-03-05,2026-02-27,,,33.669694,3300.0,CA,,Lakeside,False,1,Woodbridge,One,Ding,2026-03-09,,2739.0,2,False,2.0,Irvine Unified,92618,Wetrust Realty,,2739.0,,46 Orchard
